,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,3871,池田紫乃,46,長崎,45,B1,5.31,32.56,5.26,31.94,34.15,32.37,2022_1_7_24_1R,24,1R
1,2,4806,佐藤享子,34,大阪,52,B2,1.44,0.00,2.50,0.00,41.54,48.20,2022_1_7_24_1R,24,1R
2,3,5030,金子千穂,24,群馬,43,B2,2.12,8.00,1.21,0.00,38.98,34.78,2022_1_7_24_1R,24,1R
3,4,4400,加藤奈月,33,福井,56,B1,4.09,18.75,5.33,22.22,44.62,38.18,2022_1_7_24_1R,24,1R
4,5,4569,中澤宏奈,33,東京,47,B1,4.43,27.14,5.20,35.00,33.06,29.27,2022_1_7_24_1R,24,1R
5,6,5164,森田梨湖,22,福岡,47,B2,1.22,0.00,0.00,0.00,37.98,36.23,2022_1_7_24_1R,24,1R
6,1,4924,中北涼,29,長崎,48,B1,4.19,20.29,3.87,23.08,38.89,30.66,2022_1_7_24_2R,24,2R
7,2,3334,角ひとみ,53,広島,45,A2,4.78,29.91,5.20,34.15,34.17,39.47,2022_1_7_24_2R,24,2R
8,3,4884,勝浦真帆,26,岡山,49,B1,4.64,25.74,4.87,28.21,34.38,32.48,2022_1_7_24_2R,24,2R
9,4,4938,小芦るり,24,佐賀,49,A2,5.71,39.20,4.97,33.33,40.00,47.58,2022_1_7_24_2R,24,2R
10,5,3175,渡辺千草,58,東京,48,B1,5.40,28.30,5.20,25.00,40.87,37.14,2022_1_7_24_2R,24,2R
11,6,5146,野田彩加,18,山口,50,B1,2.69,5.88,2.33,0.00,32.54,29.69,2022_1_7_24_2R,24,2R
12,1,4088,野田祥子,41,長崎,48,B1,5.20,34.29,4.66,27.85,41.13,30.33,2022_1_7_24_3R,24,3R
13,2,5088,高憧四季,22,大阪,46,B1,4.91,31.73,2.85,18.52,46.55,28.47,2022_1_7_24_3R,24,3R
14,3,4694,高田綾,36,福岡,43,B1,4.94,30.28,4.78,18.92,32.28,33.33,2022_1_7_24_3R,24,3R
15,4,5194,大久保佑,20,埼玉,45,B2,2.03,4.11,0.00,0.00,38.89,39.20,2022_1_7_24_3R,24,3R
16,5,4642,松尾夏海,30,香川,46,A1,6.50,54.17,6.00,55.56,33.33,32.12,2022_1_7_24_3R,24,3R
17,6,3232,山川美由,55,香川,46,A1,6.74,49.45,5.89,50.00,42.73,31.86,2022_1_7_24_3R,24,3R
18,1,3302,谷川里江,54,愛知,46,A2,5.66,39.25,5.82,36.36,36.61,34.78,2022_1_7_24_4R,24,4R
19,2,3289,高橋淳美,58,大阪,46,B1,5.46,40.54,4.20,30.00,32.26,46.46,2022_1_7_24_4R,24,4R
20,3,3932,池田浩美,45,静岡,49,A2,5.16,39.66,4.68,31.58,40.15,41.41,2022_1_7_24_4R,24,4R
21,4,4720,西澤日花,27,長崎,45,B1,4.61,26.32,4.93,30.43,34.35,36.36,2022_1_7_24_4R,24,4R
22,5,4519,清水沙樹,34,東京,49,A2,5.51,36.23,6.08,58.33,42.22,30.71,2022_1_7_24_4R,24,4R
23,6,4433,川野芽唯,35,福岡,46,A2,5.96,46.81,6.21,50.00,40.50,40.31,2022_1_7_24_4R,24,4R
24,1,4590,渡邉優美,29,福岡,49,A1,6.88,53.47,6.44,48.84,31.15,39.53,2022_1_7_24_5R,24,5R
25,2,4408,仁科さや,35,長崎,48,B2,4.76,18.42,4.29,23.68,38.28,36.23,2022_1_7_24_5R,24,5R
26,3,4744,伊藤玲奈,29,福岡,43,B2,4.58,20.34,4.41,13.64,38.33,37.01,2022_1_7_24_5R,24,5R
27,4,4900,中田夕貴,29,埼玉,47,A1,6.30,51.22,5.00,45.45,36.59,44.60,2022_1_7_24_5R,24,5R
28,5,4286,平田さや,37,東京,48,A2,5.53,33.33,5.29,33.33,31.78,41.67,2022_1_7_24_5R,24,5R
29,6,4806,佐藤享子,34,大阪,52,B2,1.44,0.00,2.50,0.00,41.54,48.20,2022_1_7_24_5R,24,5R
30,1,4499,滝川真由,34,長崎,46,B1,5.33,37.68,5.11,38.89,31.11,28.47,2022_1_7_24_6R,24,6R
31,2,4783,木村詳子,34,山口,48,B2,4.45,22.73,2.00,0.00,29.92,37.72,2022_1_7_24_6R,24,6R
32,3,4882,瀧川千依,26,広島,47,A2,5.04,25.35,3.63,12.50,49.21,28.47,2022_1_7_24_6R,24,6R
33,4,5164,森田梨湖,22,福岡,47,B2,1.22,0.00,0.00,0.00,37.98,28.26,2022_1_7_24_6R,24,6R
34,5,3474,松瀬弘美,51,静岡,51,A2,5.19,32.81,5.17,33.33,33.33,33.64,2022_1_7_24_6R,24,6R
35,6,4387,平山智加,36,香川,46,A1,7.11,47.15,6.78,55.56,30.16,37.38,2022_1_7_24_6R,24,6R
36,1,5056,西岡成美,25,徳島,45,B1,4.70,24.42,4.40,33.33,36.09,37.61,2022_1_7_24_7R,24,7R
37,2,5030,金子千穂,24,群馬,43,B2,2.12,8.00,1.21,0.00,38.98,34.78,2022_1_7_24_7R,24,7R
38,3,4963,實森美祐,25,広島,45,A1,5.79,40.38,5.39,39.13,43.55,31.45,2022_1_7_24_7R,24,7R
39,4,3778,安達美帆,46,埼玉,48,B1,3.81,21.62,0.00,0.00,29.63,37.82,2022_1_7_24_7R,24,7R
40,5,4938,小芦るり,24,佐賀,49,A2,5.71,39.20,4.97,33.33,40.00,47.58,2022_1_7_24_7R,24,7R
41,6,5194,大久保佑,20,埼玉,45,B2,2.03,4.11,0.00,0.00,38.89,39.20,2022_1_7_24_7R,24,7R
42,1,4224,大橋栄里,39,福岡,46,A2,5.84,45.12,4.46,28.57,46.67,34.92,2022_1_7_24_8R,24,8R
