,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,4498,宮本夏樹,34,長崎,53,B1,5.46,37.84,5.53,38.33,25.93,29.31,2021_10_5_24_1R,24,1R
1,2,5092,篠原晟弥,20,福岡,50,B1,4.09,17.95,2.35,3.23,36.84,33.90,2021_10_5_24_1R,24,1R
2,3,3571,寺本武司,50,長崎,53,B1,4.05,20.27,4.30,26.37,32.69,43.86,2021_10_5_24_1R,24,1R
3,4,3682,切田潤二,48,山口,51,B1,4.14,16.92,3.40,13.33,40.00,41.82,2021_10_5_24_1R,24,1R
4,5,5143,常盤海心,20,徳島,53,B2,2.37,6.33,0.00,0.00,41.18,38.60,2021_10_5_24_1R,24,1R
5,6,5152,丸山祐也,26,福岡,52,B2,1.08,0.00,1.50,0.00,29.63,29.82,2021_10_5_24_1R,24,1R
6,1,3875,廣中良一,44,山口,52,B1,4.76,30.00,3.91,21.21,44.83,33.33,2021_10_5_24_2R,24,2R
7,2,4270,岸本雄貴,39,三重,61,B1,4.42,23.88,0.00,0.00,17.24,35.85,2021_10_5_24_2R,24,2R
8,3,4828,松山将吾,27,滋賀,50,A2,6.01,40.63,6.32,48.00,20.37,17.54,2021_10_5_24_2R,24,2R
9,4,5085,中村栄治,22,福井,51,B1,3.76,15.87,3.25,12.50,45.76,25.45,2021_10_5_24_2R,24,2R
10,5,4896,花本剛,29,山口,54,B1,4.47,20.83,0.00,0.00,32.73,41.07,2021_10_5_24_2R,24,2R
11,6,3362,間嶋仁志,52,三重,53,A2,5.60,33.33,7.14,71.43,29.82,33.93,2021_10_5_24_2R,24,2R
12,1,3747,國崎良春,46,福岡,52,B1,5.14,32.67,5.20,32.00,22.81,30.16,2021_10_5_24_3R,24,3R
13,2,3841,佐々木和,45,徳島,55,A2,6.42,46.61,5.95,45.00,38.60,40.00,2021_10_5_24_3R,24,3R
14,3,4182,吉田和仁,38,滋賀,55,B1,5.30,33.33,5.28,27.78,31.48,32.14,2021_10_5_24_3R,24,3R
15,4,3265,今村暢孝,56,福岡,50,A1,6.89,58.00,5.65,45.61,23.08,44.44,2021_10_5_24_3R,24,3R
16,5,4241,大串重幸,36,長崎,53,B1,4.70,26.98,5.35,36.47,26.67,37.50,2021_10_5_24_3R,24,3R
17,6,4402,乙藤智史,36,福岡,53,A1,6.60,50.00,6.49,50.00,37.50,49.12,2021_10_5_24_3R,24,3R
18,1,4150,山田雄太,39,静岡,57,A2,5.94,46.24,2.00,0.00,31.37,26.79,2021_10_5_24_4R,24,4R
19,2,4330,奈須啓太,38,福岡,52,A1,6.48,45.10,5.85,37.04,14.29,38.98,2021_10_5_24_4R,24,4R
20,3,4754,松尾充,33,三重,51,A2,6.12,43.40,5.34,27.59,32.08,44.64,2021_10_5_24_4R,24,4R
21,4,4363,大野芳顕,36,福岡,53,A2,6.00,54.29,6.35,40.00,29.41,37.50,2021_10_5_24_4R,24,4R
22,5,3491,富永茂,53,福岡,51,B1,3.99,19.51,4.18,21.05,22.00,19.15,2021_10_5_24_4R,24,4R
23,6,4596,葛原大陽,38,徳島,49,A2,5.91,37.10,5.33,29.63,17.65,18.00,2021_10_5_24_4R,24,4R
24,1,4743,木村仁紀,29,滋賀,54,A2,6.32,42.31,6.33,44.44,50.00,36.36,2021_10_5_24_5R,24,5R
25,2,4562,阪本勇介,33,岡山,54,B1,4.82,24.27,4.93,22.73,23.81,46.30,2021_10_5_24_5R,24,5R
26,3,4711,前出達吉,31,福井,50,B1,5.61,37.88,5.00,26.32,38.89,17.31,2021_10_5_24_5R,24,5R
27,4,5112,砂長知輝,21,埼玉,52,B1,4.83,27.55,0.00,0.00,42.62,38.60,2021_10_5_24_5R,24,5R
28,5,5152,丸山祐也,26,福岡,52,B2,1.08,0.00,1.50,0.00,29.63,29.82,2021_10_5_24_5R,24,5R
29,6,3897,白井英治,44,山口,56,A1,8.41,60.71,7.98,62.50,55.77,9.80,2021_10_5_24_5R,24,5R
30,1,4175,川尻泰輔,38,埼玉,54,A2,6.39,46.79,4.71,28.57,22.22,28.30,2021_10_5_24_6R,24,6R
31,2,3874,山本寛久,45,岡山,52,A1,6.63,48.87,6.60,48.57,46.43,27.27,2021_10_5_24_6R,24,6R
32,3,3875,廣中良一,44,山口,52,B1,4.76,30.00,3.91,21.21,44.83,33.33,2021_10_5_24_6R,24,6R
33,4,5143,常盤海心,20,徳島,53,B2,2.37,6.33,0.00,0.00,41.18,38.60,2021_10_5_24_6R,24,6R
34,5,4315,山崎昂介,37,長崎,52,B1,5.62,39.44,5.16,31.40,15.69,50.00,2021_10_5_24_6R,24,6R
35,6,3576,白水勝也,48,福岡,51,A1,6.66,46.15,5.90,35.00,24.56,41.38,2021_10_5_24_6R,24,6R
36,1,3265,今村暢孝,56,福岡,50,A1,6.89,58.00,5.65,45.61,23.08,44.44,2021_10_5_24_7R,24,7R
37,2,3682,切田潤二,48,山口,51,B1,4.14,16.92,3.40,13.33,40.00,41.82,2021_10_5_24_7R,24,7R
38,3,3349,吉田一郎,53,長崎,53,A1,6.65,53.70,6.67,50.32,12.20,21.74,2021_10_5_24_7R,24,7R
39,4,4270,岸本雄貴,39,三重,61,B1,4.42,23.88,0.00,0.00,17.24,35.85,2021_10_5_24_7R,24,7R
40,5,4131,原豊土,41,静岡,53,A2,6.02,39.58,6.19,50.00,42.62,25.86,2021_10_5_24_7R,24,7R
41,6,5154,村松栄太,25,広島,53,B2,1.88,3.95,0.00,0.00,42.00,40.98,2021_10_5_24_7R,24,7R
42,1,4120,柘植政浩,40,滋賀,52,A2,5.58,38.78,6.26,43.48,12.50,32.73,2021_10_5_24_8R,24,8R
43,2,3491,富永茂,53,福岡,51,B1,3.99,19.51,4.18,21.05,22.00,19.15,2021_10_5_24_8R,24,8R
44,3,4143,浦田晃嗣,40,佐賀,55,B1,4.63,21.52,4.20,15.15,31.91,21.43,2021_10_5_24_8R,24,8R
45,4,5092,篠原晟弥,20,福岡,50,B1,4.09,17.95,2.35,3.23,36.84,33.90,2021_10_5_24_8R,24,8R
46,5,3362,間嶋仁志,52,三重,53,A2,5.60,33.33,7.14,71.43,29.82,33.93,2021_10_5_24_8R,24,8R
47,6,4171,榎幸司,39,長崎,53,A1,6.95,50.93,7.09,55.61,37.04,16.00,2021_10_5_24_8R,24,8R
48,1,4363,大野芳顕,36,福岡,53,A2,6.00,54.29,6.35,40.00,29.41,37.50,2021_10_5_24_9R,24,9R
49,2,3897,白井英治,44,山口,56,A1,8.41,60.71,7.98,62.50,55.77,9.80,2021_10_5_24_9R,24,9R
50,3,4896,花本剛,29,山口,54,B1,4.47,20.83,0.00,0.00,32.73,41.07,2021_10_5_24_9R,24,9R
51,4,4811,向井田佑,32,広島,49,B1,5.71,38.38,4.97,32.35,20.37,27.45,2021_10_5_24_9R,24,9R
52,5,4704,河野大,33,徳島,51,A2,6.39,43.85,5.53,33.33,26.42,45.90,2021_10_5_24_9R,24,9R
53,6,4705,吉川勇作,33,長崎,53,B1,3.95,21.05,4.70,26.95,23.21,32.76,2021_10_5_24_9R,24,9R
54,1,3874,山本寛久,45,岡山,52,A1,6.63,48.87,6.60,48.57,46.43,27.27,2021_10_5_24_10R,24,10R
55,2,4150,山田雄太,39,静岡,57,A2,5.94,46.24,2.00,0.00,31.37,26.79,2021_10_5_24_10R,24,10R
