,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,3177,宮本紀美,58,東京,49,B1,4.44,17.00,5.00,14.29,41.94,32.14,2022_8_29_24_1R,24,1R
1,2,3528,笠野友紀,51,愛知,47,B1,4.44,21.00,3.33,0.00,36.67,40.91,2022_8_29_24_1R,24,1R
2,3,3474,松瀬弘美,52,静岡,47,B1,4.84,27.88,6.60,50.00,31.43,30.00,2022_8_29_24_1R,24,1R
3,4,4569,中澤宏奈,34,東京,47,B1,5.08,33.88,4.67,29.63,40.00,44.12,2022_8_29_24_1R,24,1R
4,5,5052,赤井星璃,27,大阪,49,B1,2.91,7.14,1.69,0.00,53.57,37.50,2022_8_29_24_1R,24,1R
5,6,5195,北村寧々,20,長崎,43,B1,2.28,5.80,1.47,3.33,32.50,42.86,2022_8_29_24_1R,24,1R
6,1,4088,野田祥子,42,長崎,47,B1,3.77,22.62,4.70,30.49,39.39,38.89,2022_8_29_24_2R,24,2R
7,2,3509,道上千夏,50,香川,50,B1,4.37,22.34,3.13,16.67,64.71,31.82,2022_8_29_24_2R,24,2R
8,3,4843,深尾巴恵,29,群馬,48,B2,4.61,30.36,3.50,10.00,54.84,33.33,2022_8_29_24_2R,24,2R
9,4,4742,横田悠衣,30,愛知,44,B1,3.29,11.43,0.00,0.00,35.71,41.67,2022_8_29_24_2R,24,2R
10,5,5233,村田佳奈,24,大阪,44,B2,1.45,0.00,0.00,0.00,30.77,30.00,2022_8_29_24_2R,24,2R
11,6,5156,坂野さく,25,福井,47,B2,2.05,1.79,0.00,0.00,73.33,50.00,2022_8_29_24_2R,24,2R
12,1,4720,西澤日花,28,長崎,45,B1,5.27,33.33,4.57,25.40,30.00,34.78,2022_8_29_24_3R,24,3R
13,2,3334,角ひとみ,53,広島,45,B1,5.92,40.17,5.19,32.69,50.00,37.93,2022_8_29_24_3R,24,3R
14,3,4738,清埜翔子,31,埼玉,48,B1,5.66,38.93,5.62,42.55,35.48,37.04,2022_8_29_24_3R,24,3R
15,4,3355,橋谷田佳,54,東京,43,B1,4.51,10.53,4.33,22.22,33.33,48.28,2022_8_29_24_3R,24,3R
16,5,5200,筒井美琴,20,福岡,48,B2,1.44,2.08,0.00,0.00,41.67,55.17,2022_8_29_24_3R,24,3R
17,6,5250,嶋田有里,20,長崎,48,B2,1.11,0.00,1.00,0.00,37.04,47.62,2022_8_29_24_3R,24,3R
18,1,4909,薮内瑞希,26,岡山,44,B1,4.49,21.31,4.88,21.95,33.33,29.63,2022_8_29_24_4R,24,4R
19,2,4282,黄金井裕,38,埼玉,49,B2,4.69,20.00,0.00,0.00,34.48,31.43,2022_8_29_24_4R,24,4R
20,3,4680,後藤美翼,32,東京,44,B1,5.24,30.89,5.82,45.45,45.71,32.43,2022_8_29_24_4R,24,4R
21,4,4874,池田奈津,28,福岡,51,B1,3.98,13.85,3.65,17.65,29.17,41.67,2022_8_29_24_4R,24,4R
22,5,5251,沼田七華,20,福井,51,B2,1.44,0.00,1.00,0.00,42.86,33.33,2022_8_29_24_4R,24,4R
23,6,5148,松本怜,28,福岡,46,B1,2.76,6.25,0.00,0.00,39.29,43.75,2022_8_29_24_4R,24,4R
24,1,4408,仁科さや,36,長崎,47,B1,4.98,30.77,4.66,26.87,43.75,28.57,2022_8_29_24_5R,24,5R
25,2,5052,赤井星璃,27,大阪,49,B1,2.91,7.14,1.69,0.00,53.57,37.50,2022_8_29_24_5R,24,5R
26,3,4897,深見亜由,30,愛知,45,B1,4.50,22.22,4.75,20.00,55.00,59.09,2022_8_29_24_5R,24,5R
27,4,3175,渡辺千草,58,東京,48,A2,5.75,35.85,6.35,45.00,42.42,37.14,2022_8_29_24_5R,24,5R
28,5,3871,池田紫乃,46,長崎,44,A2,5.31,31.43,5.48,34.48,37.50,36.67,2022_8_29_24_5R,24,5R
29,6,4627,藤原菜希,36,東京,47,A2,7.05,59.35,6.58,41.67,40.00,44.44,2022_8_29_24_5R,24,5R
30,1,4456,鎌倉涼,33,大阪,44,A2,7.05,52.27,6.92,50.00,28.57,48.48,2022_8_29_24_6R,24,6R
31,2,4901,出口舞有,29,愛知,47,A2,5.66,45.45,5.58,45.45,36.36,52.94,2022_8_29_24_6R,24,6R
32,3,4286,平田さや,38,東京,47,A2,6.03,43.54,6.06,40.63,31.03,32.26,2022_8_29_24_6R,24,6R
33,4,4924,中北涼,29,長崎,48,B1,4.64,24.21,4.30,23.75,48.48,35.71,2022_8_29_24_6R,24,6R
34,5,5195,北村寧々,20,長崎,43,B1,2.28,5.80,1.47,3.33,32.50,42.86,2022_8_29_24_6R,24,6R
35,6,5233,村田佳奈,24,大阪,44,B2,1.45,0.00,0.00,0.00,30.77,30.00,2022_8_29_24_6R,24,6R
36,1,4289,落合直子,37,大阪,46,A1,6.30,48.84,4.57,26.09,35.48,61.11,2022_8_29_24_7R,24,7R
37,2,3474,松瀬弘美,52,静岡,47,B1,4.84,27.88,6.60,50.00,31.43,30.00,2022_8_29_24_7R,24,7R
38,3,3845,中谷朋子,45,兵庫,45,A2,6.29,47.27,5.68,40.00,32.26,33.33,2022_8_29_24_7R,24,7R
39,4,4843,深尾巴恵,29,群馬,48,B2,4.61,30.36,3.50,10.00,54.84,33.33,2022_8_29_24_7R,24,7R
40,5,5094,生田波美,19,東京,52,B1,4.99,30.59,4.11,21.05,30.43,38.89,2022_8_29_24_7R,24,7R
41,6,5200,筒井美琴,20,福岡,48,B2,1.44,2.08,0.00,0.00,41.67,55.17,2022_8_29_24_7R,24,7R
42,1,4387,平山智加,37,香川,45,A1,6.23,37.80,7.48,65.52,41.67,31.82,2022_8_29_24_8R,24,8R
43,2,3357,福島陽子,53,岡山,47,B1,4.63,25.00,4.00,14.29,46.43,34.48,2022_8_29_24_8R,24,8R
44,3,4742,横田悠衣,30,愛知,44,B1,3.29,11.43,0.00,0.00,35.71,41.67,2022_8_29_24_8R,24,8R
45,4,4738,清埜翔子,31,埼玉,48,B1,5.66,38.93,5.62,42.55,35.48,37.04,2022_8_29_24_8R,24,8R
46,5,3177,宮本紀美,58,東京,49,B1,4.44,17.00,5.00,14.29,41.94,32.14,2022_8_29_24_8R,24,8R
47,6,5251,沼田七華,20,福井,51,B2,1.44,0.00,1.00,0.00,42.86,33.33,2022_8_29_24_8R,24,8R
48,1,3175,渡辺千草,58,東京,48,A2,5.75,35.85,6.35,45.00,42.42,37.14,2022_8_29_24_9R,24,9R
49,2,5148,松本怜,28,福岡,46,B1,2.76,6.25,0.00,0.00,39.29,43.75,2022_8_29_24_9R,24,9R
50,3,4781,西舘果里,35,東京,52,B1,5.24,32.50,5.15,23.08,34.48,47.06,2022_8_29_24_9R,24,9R
51,4,4045,佐々木裕,42,山口,48,B1,5.20,39.02,4.56,29.63,29.41,54.84,2022_8_29_24_9R,24,9R
52,5,3334,角ひとみ,53,広島,45,B1,5.92,40.17,5.19,32.69,50.00,37.93,2022_8_29_24_9R,24,9R
