,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,3843,上之晃弘,44,長崎,51,B1,5.30,39.13,5.95,43.51,27.36,41.90,2020_12_13_24_1R,24,1R
1,2,5041,荒牧凪沙,22,福岡,51,B1,3.86,16.28,2.54,10.71,38.53,40.63,2020_12_13_24_1R,24,1R
2,3,4747,山戸信二,35,長崎,52,B1,4.03,17.81,4.21,19.40,34.31,39.22,2020_12_13_24_1R,24,1R
3,4,5001,坂本雅佳,25,岡山,54,B1,3.42,14.13,1.50,0.00,31.63,29.25,2020_12_13_24_1R,24,1R
4,5,4251,川崎誠志,37,山口,52,B1,3.85,18.99,4.21,20.75,49.00,27.66,2020_12_13_24_1R,24,1R
5,6,5138,村本大成,20,福岡,54,B2,1.29,0.00,1.14,0.00,39.09,43.00,2020_12_13_24_1R,24,1R
6,1,3243,佐野隆仁,56,大阪,52,B1,3.71,16.07,3.80,30.00,27.62,31.37,2020_12_13_24_2R,24,2R
7,2,4154,森安弘雅,40,香川,51,A2,5.30,39.66,5.54,40.00,33.64,25.49,2020_12_13_24_2R,24,2R
8,3,5031,渡辺空依,23,福岡,54,B1,1.97,3.13,1.77,2.86,28.43,29.70,2020_12_13_24_2R,24,2R
9,4,4072,森永淳,39,佐賀,52,A2,6.40,54.95,6.61,52.11,27.45,43.14,2020_12_13_24_2R,24,2R
10,5,4693,松下誉士,36,福岡,52,B1,4.15,17.98,3.93,19.05,36.63,22.58,2020_12_13_24_2R,24,2R
11,6,5152,丸山祐也,25,福岡,50,B2,1.57,0.00,0.00,0.00,36.63,40.91,2020_12_13_24_2R,24,2R
12,1,4034,西原明生,42,香川,54,B1,4.24,25.29,3.58,22.22,40.86,32.41,2020_12_13_24_3R,24,3R
13,2,4180,上野秀和,37,福岡,56,B1,4.50,26.42,4.24,24.44,37.61,40.78,2020_12_13_24_3R,24,3R
14,3,4002,古結宏,43,兵庫,52,A1,7.24,57.14,7.89,66.67,31.68,38.61,2020_12_13_24_3R,24,3R
15,4,4079,出畑孝典,41,福岡,54,A2,6.28,46.67,5.69,40.30,19.54,31.82,2020_12_13_24_3R,24,3R
16,5,4222,山口高志,39,佐賀,52,B1,5.59,42.22,5.41,36.36,29.91,26.60,2020_12_13_24_3R,24,3R
17,6,3454,井川大作,49,岡山,60,B1,4.55,17.82,4.89,25.00,23.81,29.59,2020_12_13_24_3R,24,3R
18,1,3522,長溝一生,52,佐賀,53,A2,6.22,43.00,5.45,31.82,34.55,29.41,2020_12_13_24_4R,24,4R
19,2,4336,松田竜馬,36,福岡,54,A2,5.59,41.46,7.21,58.33,35.42,32.41,2020_12_13_24_4R,24,4R
20,3,4081,樋口範政,41,愛知,56,B1,4.11,21.28,3.75,20.83,26.32,26.67,2020_12_13_24_4R,24,4R
21,4,3635,石田政吾,50,福井,52,A1,6.07,50.50,7.10,60.00,53.13,37.50,2020_12_13_24_4R,24,4R
22,5,4879,山崎鉄平,25,佐賀,53,B1,5.61,40.21,4.98,27.50,44.86,36.94,2020_12_13_24_4R,24,4R
23,6,4239,竹田辰也,36,山口,53,A1,6.93,56.18,5.97,37.93,40.00,39.05,2020_12_13_24_4R,24,4R
24,1,3921,川村正輝,45,福井,50,A2,5.29,35.40,5.29,25.81,36.54,48.96,2020_12_13_24_5R,24,5R
25,2,4251,川崎誠志,37,山口,52,B1,3.85,18.99,4.21,20.75,49.00,27.66,2020_12_13_24_5R,24,5R
26,3,3828,明石正之,47,兵庫,51,A1,6.18,44.35,5.87,20.00,52.87,34.91,2020_12_13_24_5R,24,5R
