,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,4202,浮田圭浩,38,岡山,55,A2,5.66,35.96,5.23,31.58,28.69,27.62,2021_2_25_23_1R,23,1R
1,2,4949,横田貴満,28,佐賀,52,B1,5.28,34.12,4.14,19.01,25.78,41.12,2021_2_25_23_1R,23,1R
2,3,4727,安部慎一,33,福岡,53,B1,4.29,22.83,3.46,17.14,36.13,30.29,2021_2_25_23_1R,23,1R
3,4,4834,浜本裕己,33,大阪,51,B1,4.58,22.76,4.14,28.57,40.83,40.10,2021_2_25_23_1R,23,1R
4,5,3741,松尾基成,46,福岡,55,B1,4.13,20.00,1.56,0.00,33.08,41.92,2021_2_25_23_1R,23,1R
5,6,5131,江藤敦宏,21,福岡,51,B2,1.62,0.00,2.00,0.00,34.04,35.94,2021_2_25_23_1R,23,1R
6,1,4319,三宅潤,35,大阪,55,A2,6.12,41.54,5.53,47.06,29.01,28.37,2021_2_25_23_2R,23,2R
7,2,4558,宮野仁,31,岡山,56,A2,4.85,31.63,5.35,32.26,31.30,29.50,2021_2_25_23_2R,23,2R
8,3,3755,吉村和也,49,長崎,51,B1,4.24,17.07,4.15,14.75,34.38,40.61,2021_2_25_23_2R,23,2R
9,4,5121,定松勇樹,19,佐賀,52,B1,4.83,32.76,3.60,20.00,35.71,36.32,2021_2_25_23_2R,23,2R
10,5,3153,前川竜次,56,佐賀,53,B1,4.01,18.81,4.75,23.08,22.88,30.77,2021_2_25_23_2R,23,2R
11,6,3815,森岡満郎,44,岡山,52,B1,5.22,28.46,5.82,39.29,41.75,29.89,2021_2_25_23_2R,23,2R
12,1,3944,山口裕二,42,長崎,53,A2,6.31,45.80,5.82,33.33,37.50,26.11,2021_2_25_23_3R,23,3R
13,2,4381,田路朋史,36,兵庫,52,B1,5.47,34.45,6.39,52.63,27.73,29.35,2021_2_25_23_3R,23,3R
14,3,3473,石川真二,50,福岡,53,A1,6.38,47.20,7.00,54.84,20.00,27.42,2021_2_25_23_3R,23,3R
15,4,4533,峰重侑治,32,岡山,54,B1,4.58,22.68,5.29,35.29,28.33,38.42,2021_2_25_23_3R,23,3R
16,5,4332,村上彰一,37,福岡,55,B1,5.07,26.47,0.00,0.00,34.51,34.52,2021_2_25_23_3R,23,3R
17,6,4753,森照夫,32,福岡,56,B2,4.62,26.19,4.18,23.53,25.89,35.91,2021_2_25_23_3R,23,3R
18,1,4811,向井田佑,31,広島,50,A2,5.25,34.52,5.00,10.00,30.91,33.66,2021_2_25_23_4R,23,4R
19,2,3825,宮嵜隆太,47,福岡,59,B1,3.69,17.95,3.94,18.75,37.17,43.16,2021_2_25_23_4R,23,4R
20,3,4500,山田康二,33,佐賀,53,A1,7.21,55.08,8.35,71.79,19.78,24.59,2021_2_25_23_4R,23,4R
21,4,4857,加藤翔馬,23,兵庫,56,A2,5.87,41.23,0.00,0.00,30.09,30.52,2021_2_25_23_4R,23,4R
22,5,5152,丸山祐也,25,福岡,52,B2,1.32,0.00,0.00,0.00,32.79,27.81,2021_2_25_23_4R,23,4R
23,6,4390,松本弓雄,34,徳島,52,B1,4.53,27.06,4.21,12.50,27.50,35.15,2021_2_25_23_4R,23,4R
24,1,3361,岡部浩,51,徳島,51,B1,4.40,25.56,4.53,26.32,37.27,32.69,2021_2_25_23_5R,23,5R
25,2,4151,下河誉史,38,福岡,55,A2,5.79,36.76,5.92,45.95,33.88,30.73,2021_2_25_23_5R,23,5R
26,3,4503,上野真之,32,佐賀,54,A1,8.09,66.03,7.98,68.75,44.00,38.42,2021_2_25_23_5R,23,5R
27,4,2844,田中伸二,63,広島,52,B1,4.05,23.08,4.50,25.00,34.59,31.84,2021_2_25_23_5R,23,5R
28,5,4832,権藤俊光,34,大阪,53,A1,6.34,44.86,6.45,40.91,42.72,29.91,2021_2_25_23_5R,23,5R
29,6,4727,安部慎一,33,福岡,53,B1,4.29,22.83,3.46,17.14,36.13,30.29,2021_2_25_23_5R,23,5R
