,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,4164,岩永節也,40,長崎,53,B1,3.33,12.07,4.33,24.14,36.00,28.95,2022_2_16_24_1R,24,1R
1,2,3503,堂原洋史,52,埼玉,51,B1,3.50,11.43,4.14,28.57,33.81,31.82,2022_2_16_24_1R,24,1R
2,3,4421,森作広大,33,東京,56,B1,4.13,11.43,4.00,28.57,36.81,32.61,2022_2_16_24_1R,24,1R
3,4,3875,廣中良一,45,山口,51,B1,4.39,28.24,4.35,27.08,27.78,32.89,2022_2_16_24_1R,24,1R
4,5,4969,町田洸希,30,長崎,53,B1,4.13,19.81,4.34,24.37,35.81,24.82,2022_2_16_24_1R,24,1R
5,6,3352,小川晃司,53,福岡,50,B1,4.15,15.53,4.61,27.78,36.43,25.18,2022_2_16_24_1R,24,1R
6,1,4748,渡邉雄朗,35,東京,54,B1,6.17,40.63,0.00,0.00,27.33,30.92,2022_2_16_24_2R,24,2R
7,2,3698,小巻良至,49,埼玉,53,B1,3.10,3.28,4.18,18.18,43.17,24.79,2022_2_16_24_2R,24,2R
8,3,3656,伯母芳恒,48,東京,56,A2,5.43,33.93,5.09,27.27,28.24,29.29,2022_2_16_24_2R,24,2R
9,4,4919,吉田翔悟,31,長崎,53,B1,4.93,26.80,5.05,29.89,25.85,27.66,2022_2_16_24_2R,24,2R
10,5,5134,大原祥昌,22,広島,51,B2,2.68,3.51,0.00,0.00,41.84,29.25,2022_2_16_24_2R,24,2R
11,6,3976,内田圭,45,山口,56,B1,4.23,24.04,3.59,18.18,33.56,28.67,2022_2_16_24_2R,24,2R
12,1,3600,玄馬徹,51,岡山,52,B1,4.27,21.55,4.45,25.49,30.72,37.67,2022_2_16_24_3R,24,3R
13,2,4063,市橋卓士,42,徳島,55,A1,6.57,44.76,7.21,52.05,25.90,29.61,2022_2_16_24_3R,24,3R
14,3,4855,江頭賢太,26,長崎,55,B1,4.98,33.33,4.67,27.63,26.53,26.24,2022_2_16_24_3R,24,3R
15,4,3935,岩津徹郎,44,岡山,55,B1,4.60,25.00,5.43,34.29,39.47,18.64,2022_2_16_24_3R,24,3R
16,5,4553,坪口竜也,32,長崎,53,A2,5.47,25.24,6.15,40.80,38.10,24.17,2022_2_16_24_3R,24,3R
17,6,5222,津田陸翔,21,広島,53,B2,1.94,2.78,1.83,0.00,46.88,28.77,2022_2_16_24_3R,24,3R
18,1,4059,入澤友治,42,東京,54,B1,5.10,37.37,0.00,0.00,24.81,33.79,2022_2_16_24_4R,24,4R
19,2,5101,表健太,25,福岡,53,B2,2.15,2.50,1.32,0.00,34.25,30.34,2022_2_16_24_4R,24,4R
20,3,4871,菊池宏志,29,山口,54,B1,3.95,13.83,3.64,0.00,26.77,30.46,2022_2_16_24_4R,24,4R
21,4,3779,原田幸哉,46,長崎,53,A1,6.24,36.52,7.97,66.29,43.05,33.80,2022_2_16_24_4R,24,4R
22,5,3858,織田猛,48,佐賀,53,B1,3.84,20.41,3.78,13.79,41.78,41.43,2022_2_16_24_4R,24,4R
23,6,4092,岡部大輔,41,佐賀,53,A2,6.24,50.00,6.11,49.09,32.64,25.56,2022_2_16_24_4R,24,4R
24,1,4723,寺島吉彦,36,東京,49,B1,4.98,29.81,3.94,11.76,36.36,33.56,2022_2_16_24_5R,24,5R
25,2,4513,河野真也,32,福岡,52,A2,5.38,33.93,5.56,39.53,31.33,25.98,2022_2_16_24_5R,24,5R
26,3,3875,廣中良一,45,山口,51,B1,4.39,28.24,4.35,27.08,27.78,32.89,2022_2_16_24_5R,24,5R
27,4,4684,楠原翔太,31,福岡,54,B1,5.33,35.19,5.76,47.06,24.80,33.56,2022_2_16_24_5R,24,5R
28,5,5223,森清友翔,20,福岡,54,B2,1.21,0.00,0.00,0.00,23.24,43.05,2022_2_16_24_5R,24,5R
29,6,3623,深川真二,47,佐賀,51,A1,7.20,53.39,7.14,51.79,36.84,46.71,2022_2_16_24_5R,24,5R
30,1,4052,興津藍,40,徳島,51,A1,6.61,44.66,6.97,48.65,32.59,35.33,2022_2_16_24_6R,24,6R
31,2,3976,内田圭,45,山口,56,B1,4.23,24.04,3.59,18.18,33.56,28.67,2022_2_16_24_6R,24,6R
32,3,3664,鈴木賢一,51,埼玉,58,A2,5.39,40.91,5.69,50.00,35.57,28.13,2022_2_16_24_6R,24,6R
33,4,4164,岩永節也,40,長崎,53,B1,3.33,12.07,4.33,24.14,36.00,28.95,2022_2_16_24_6R,24,6R
34,5,3931,黒崎竜也,45,三重,50,A2,5.76,41.30,6.73,36.36,31.58,42.14,2022_2_16_24_6R,24,6R
35,6,3869,井芹大志,46,福岡,54,B1,4.88,25.00,4.35,23.53,31.61,38.67,2022_2_16_24_6R,24,6R
36,1,3574,大神康司,49,福岡,53,A1,6.49,49.18,5.77,42.42,30.34,40.13,2022_2_16_24_7R,24,7R
37,2,4855,江頭賢太,26,長崎,55,B1,4.98,33.33,4.67,27.63,26.53,26.24,2022_2_16_24_7R,24,7R
38,3,4919,吉田翔悟,31,長崎,53,B1,4.93,26.80,5.05,29.89,25.85,27.66,2022_2_16_24_7R,24,7R
39,4,3815,森岡満郎,45,岡山,55,B1,4.44,26.04,6.19,39.13,40.71,30.72,2022_2_16_24_7R,24,7R
40,5,3898,平田忠則,45,福岡,55,A1,6.85,52.88,7.09,57.78,32.87,36.11,2022_2_16_24_7R,24,7R
41,6,3352,小川晃司,53,福岡,50,B1,4.15,15.53,4.61,27.78,36.43,25.18,2022_2_16_24_7R,24,7R
42,1,4421,森作広大,33,東京,56,B1,4.13,11.43,4.00,28.57,36.81,32.61,2022_2_16_24_8R,24,8R
43,2,4871,菊池宏志,29,山口,54,B1,3.95,13.83,3.64,0.00,26.77,30.46,2022_2_16_24_8R,24,8R
44,3,4320,峰竜太,36,佐賀,50,A1,8.39,64.89,8.89,72.41,27.45,32.89,2022_2_16_24_8R,24,8R
45,4,3444,香月大介,52,福岡,53,B1,4.27,26.17,3.97,23.53,31.54,35.46,2022_2_16_24_8R,24,8R
46,5,3600,玄馬徹,51,岡山,52,B1,4.27,21.55,4.45,25.49,30.72,37.67,2022_2_16_24_8R,24,8R
47,6,3698,小巻良至,49,埼玉,53,B1,3.10,3.28,4.18,18.18,43.17,24.79,2022_2_16_24_8R,24,8R
48,1,3656,伯母芳恒,48,東京,56,A2,5.43,33.93,5.09,27.27,28.24,29.29,2022_2_16_24_9R,24,9R
49,2,4301,関裕也,38,福岡,52,A2,5.74,38.20,6.42,52.63,42.42,37.86,2022_2_16_24_9R,24,9R
50,3,4684,楠原翔太,31,福岡,54,B1,5.33,35.19,5.76,47.06,24.80,33.56,2022_2_16_24_9R,24,9R
51,4,4747,山戸信二,36,長崎,53,B1,4.00,16.46,4.34,22.14,26.95,34.27,2022_2_16_24_9R,24,9R
52,5,4657,江崎一雄,34,福岡,52,A2,5.55,35.71,5.22,27.78,21.54,33.80,2022_2_16_24_9R,24,9R
53,6,3516,吉原聖人,54,広島,51,B1,4.23,22.22,4.96,25.93,28.76,30.46,2022_2_16_24_9R,24,9R
54,1,3664,鈴木賢一,51,埼玉,58,A2,5.39,40.91,5.69,50.00,35.57,28.13,2022_2_16_24_10R,24,10R
55,2,3935,岩津徹郎,44,岡山,55,B1,4.60,25.00,5.43,34.29,39.47,18.64,2022_2_16_24_10R,24,10R
56,3,3265,今村暢孝,57,福岡,50,A1,6.44,48.45,5.58,40.63,33.12,30.41,2022_2_16_24_10R,24,10R
57,4,4092,岡部大輔,41,佐賀,53,A2,6.24,50.00,6.11,49.09,32.64,25.56,2022_2_16_24_10R,24,10R
58,5,4895,門間雄大,30,東京,54,B1,5.13,28.00,6.40,20.00,25.00,38.57,2022_2_16_24_10R,24,10R
59,6,4156,浜野孝志,41,三重,58,A2,5.15,29.27,6.15,55.56,29.79,30.14,2022_2_16_24_10R,24,10R
60,1,3898,平田忠則,45,福岡,55,A1,6.85,52.88,7.09,57.78,32.87,36.11,2022_2_16_24_11R,24,11R
61,2,3931,黒崎竜也,45,三重,50,A2,5.76,41.30,6.73,36.36,31.58,42.14,2022_2_16_24_11R,24,11R
62,3,4553,坪口竜也,32,長崎,53,A2,5.47,25.24,6.15,40.80,38.10,24.17,2022_2_16_24_11R,24,11R
63,4,4059,入澤友治,42,東京,54,B1,5.10,37.37,0.00,0.00,24.81,33.79,2022_2_16_24_11R,24,11R
64,5,4748,渡邉雄朗,35,東京,54,B1,6.17,40.63,0.00,0.00,27.33,30.92,2022_2_16_24_11R,24,11R
65,6,4513,河野真也,32,福岡,52,A2,5.38,33.93,5.56,39.53,31.33,25.98,2022_2_16_24_11R,24,11R
66,1,3779,原田幸哉,46,長崎,53,A1,6.24,36.52,7.97,66.29,43.05,33.80,2022_2_16_24_12R,24,12R
67,2,3623,深川真二,47,佐賀,51,A1,7.20,53.39,7.14,51.79,36.84,46.71,2022_2_16_24_12R,24,12R
68,3,3574,大神康司,49,福岡,53,A1,6.49,49.18,5.77,42.42,30.34,40.13,2022_2_16_24_12R,24,12R
69,4,4320,峰竜太,36,佐賀,50,A1,8.39,64.89,8.89,72.41,27.45,32.89,2022_2_16_24_12R,24,12R
