,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,4464,山下友貴,35,静岡,43,A2,5.93,42.86,7.64,54.55,30.68,38.14,2022_2_10_23_1R,23,1R
1,2,4901,出口舞有,29,愛知,46,B2,5.87,44.26,5.06,37.14,36.67,32.37,2022_2_10_23_1R,23,1R
2,3,4088,野田祥子,41,長崎,48,B1,5.20,34.67,5.27,36.67,36.49,33.81,2022_2_10_23_1R,23,1R
3,4,4726,島田なぎ,34,埼玉,44,B1,5.68,33.33,4.71,29.41,32.18,36.60,2022_2_10_23_1R,23,1R
4,5,4744,伊藤玲奈,29,福岡,44,B2,4.76,22.22,5.07,25.00,32.14,44.02,2022_2_10_23_1R,23,1R
5,6,5153,佐藤ほの,25,東京,49,B2,2.12,8.77,0.00,0.00,37.89,37.56,2022_2_10_23_1R,23,1R
6,1,4882,瀧川千依,26,広島,47,A2,4.68,20.73,5.40,40.00,39.51,34.63,2022_2_10_23_2R,23,2R
7,2,4938,小芦るり,24,佐賀,49,A2,5.72,41.13,5.63,42.53,31.40,36.68,2022_2_10_23_2R,23,2R
8,3,5144,中尾彩香,20,福岡,49,B2,1.49,0.00,1.14,0.00,37.50,38.92,2022_2_10_23_2R,23,2R
9,4,4781,西舘果里,35,東京,52,B1,4.89,21.21,3.21,14.29,38.67,35.75,2022_2_10_23_2R,23,2R
10,5,3357,福島陽子,53,岡山,47,B1,3.99,13.64,3.75,4.17,24.36,37.00,2022_2_10_23_2R,23,2R
11,6,4819,蜂須瑞生,30,群馬,47,B1,4.99,27.17,4.16,19.35,36.14,38.22,2022_2_10_23_2R,23,2R
12,1,3334,角ひとみ,53,広島,45,A2,4.75,29.06,6.00,50.00,58.82,38.24,2022_2_10_23_3R,23,3R
13,2,3802,森岡まき,47,岡山,48,B1,4.51,27.36,3.36,16.67,25.00,34.52,2022_2_10_23_3R,23,3R
14,3,4183,宇野弥生,35,愛知,46,A2,5.58,38.74,7.20,60.00,32.14,36.55,2022_2_10_23_3R,23,3R
15,4,4045,佐々木裕,42,山口,46,B1,4.66,34.21,5.46,40.00,45.00,31.96,2022_2_10_23_3R,23,3R
16,5,4275,菅野はや,39,広島,50,B1,4.08,19.44,6.73,63.64,37.04,32.69,2022_2_10_23_3R,23,3R
17,6,4373,若狭奈美,33,岡山,48,B1,4.68,21.21,7.05,52.38,36.67,30.73,2022_2_10_23_3R,23,3R
18,1,4854,大橋由珠,26,東京,47,B1,3.76,16.22,5.40,35.00,25.29,31.28,2022_2_10_23_4R,23,4R
19,2,4071,古賀千晶,41,兵庫,47,A2,5.36,37.29,5.25,28.33,30.38,32.64,2022_2_10_23_4R,23,4R
20,3,3994,茶谷桜,42,滋賀,46,A2,5.10,31.33,5.00,32.26,40.23,42.11,2022_2_10_23_4R,23,4R
21,4,5118,野田なづ,21,佐賀,45,B1,2.65,4.12,2.27,3.39,33.33,32.02,2022_2_10_23_4R,23,4R
22,5,5164,森田梨湖,22,福岡,48,B2,1.28,0.00,0.00,0.00,29.03,32.02,2022_2_10_23_4R,23,4R
23,6,3579,中里優子,49,埼玉,48,A2,5.69,40.23,6.40,50.00,19.44,36.22,2022_2_10_23_4R,23,4R
24,1,3871,池田紫乃,46,長崎,44,B1,5.57,36.78,5.41,36.96,42.35,28.87,2022_2_10_23_5R,23,5R
25,2,4283,石井裕美,38,東京,51,B1,3.03,5.71,3.60,10.00,38.55,33.97,2022_2_10_23_5R,23,5R
26,3,4897,深見亜由,30,愛知,45,B1,4.37,15.85,0.00,0.00,47.31,36.00,2022_2_10_23_5R,23,5R
27,4,5153,佐藤ほの,25,東京,49,B2,2.12,8.77,0.00,0.00,37.89,37.56,2022_2_10_23_5R,23,5R
28,5,3604,武藤綾子,51,福岡,48,B1,4.34,16.67,4.57,13.04,37.36,35.75,2022_2_10_23_5R,23,5R
29,6,4433,川野芽唯,35,福岡,46,A2,5.98,48.72,6.29,34.69,40.45,30.05,2022_2_10_23_5R,23,5R
30,1,4088,野田祥子,41,長崎,48,B1,5.20,34.67,5.27,36.67,36.49,33.81,2022_2_10_23_6R,23,6R
31,2,3801,五反田忍,48,大阪,49,B1,5.03,33.91,6.77,38.46,32.63,32.86,2022_2_10_23_6R,23,6R
32,3,3357,福島陽子,53,岡山,47,B1,3.99,13.64,3.75,4.17,24.36,37.00,2022_2_10_23_6R,23,6R
33,4,4891,寺島美里,32,東京,46,B1,3.81,13.89,3.19,12.50,35.05,32.67,2022_2_10_23_6R,23,6R
34,5,4289,落合直子,37,大阪,48,A2,7.13,55.56,3.00,0.00,55.74,36.87,2022_2_10_23_6R,23,6R
35,6,5213,湯淺紀香,23,群馬,47,B2,1.29,0.00,0.00,0.00,22.99,37.23,2022_2_10_23_6R,23,6R
36,1,4781,西舘果里,35,東京,52,B1,4.89,21.21,3.21,14.29,38.67,35.75,2022_2_10_23_7R,23,7R
37,2,4845,前田紗希,28,埼玉,49,B1,5.80,36.94,5.06,23.53,41.89,40.10,2022_2_10_23_7R,23,7R
38,3,3802,森岡まき,47,岡山,48,B1,4.51,27.36,3.36,16.67,25.00,34.52,2022_2_10_23_7R,23,7R
39,4,5231,寺田空詩,18,山口,46,B2,1.35,0.00,0.00,0.00,40.24,38.12,2022_2_10_23_7R,23,7R
40,5,3188,日高逸子,60,福岡,45,A2,6.19,44.12,5.76,39.47,33.71,31.61,2022_2_10_23_7R,23,7R
41,6,3207,田村美和,56,東京,54,B1,3.89,18.18,3.67,22.22,45.00,35.10,2022_2_10_23_7R,23,7R
42,1,4744,伊藤玲奈,29,福岡,44,B2,4.76,22.22,5.07,25.00,32.14,44.02,2022_2_10_23_8R,23,8R
43,2,4783,木村詳子,34,山口,48,B2,4.22,17.07,0.00,0.00,21.05,31.12,2022_2_10_23_8R,23,8R
44,3,4275,菅野はや,39,広島,50,B1,4.08,19.44,6.73,63.64,37.04,32.69,2022_2_10_23_8R,23,8R
45,4,4456,鎌倉涼,32,大阪,45,A1,7.12,55.07,7.81,66.67,40.23,41.12,2022_2_10_23_8R,23,8R
46,5,5144,中尾彩香,20,福岡,49,B2,1.49,0.00,1.14,0.00,37.50,38.92,2022_2_10_23_8R,23,8R
47,6,5118,野田なづ,21,佐賀,45,B1,2.65,4.12,2.27,3.39,33.33,32.02,2022_2_10_23_8R,23,8R
48,1,4897,深見亜由,30,愛知,45,B1,4.37,15.85,0.00,0.00,47.31,36.00,2022_2_10_23_9R,23,9R
49,2,4819,蜂須瑞生,30,群馬,47,B1,4.99,27.17,4.16,19.35,36.14,38.22,2022_2_10_23_9R,23,9R
